"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"735"	"ES_Adultos"	"GO:0051653"	"spindle localization"	"10/1136"	"62/18870"	0.00369588959927487	0.0267512009090372	0.0208441292401639	"259266/1058/4085/89958/9700/51203/5347/10615/3837/10403"	10
"736"	"ES_Adultos"	"GO:0097035"	"regulation of membrane lipid distribution"	"10/1136"	"62/18870"	0.00369588959927487	0.0267512009090372	0.0208441292401639	"84879/356/5359/27166/5027/79895/116238/81671/5205/9619"	10
"737"	"ES_Adultos"	"GO:0048525"	"negative regulation of viral process"	"13/1136"	"93/18870"	0.00371440808799847	0.0268487106360759	0.020920107337726	"91543/64135/6772/5359/7124/10581/8519/10410/6737/57379/4940/684/9582"	13
"738"	"ES_Adultos"	"GO:0033138"	"positive regulation of peptidyl-serine phosphorylation"	"14/1136"	"104/18870"	0.00377497176749258	0.027249456991941	0.0212323628085207	"11315/5743/7037/7124/7422/3326/857/4915/7295/3458/3320/596/3976/5008"	14
"739"	"ES_Adultos"	"GO:0002262"	"myeloid cell homeostasis"	"20/1136"	"173/18870"	0.00385363792961529	0.0277796121755466	0.0216454516714093	"5052/1435/8444/3398/2034/6772/604/23657/3148/836/94081/7422/4602/1021/54892/3717/29127/4522/6510/3276"	20
"740"	"ES_Adultos"	"GO:0072593"	"reactive oxygen species metabolic process"	"25/1136"	"234/18870"	0.00389263533505988	0.0280227604634893	0.0218349091225209	"11315/80149/5052/1545/3099/1719/7416/8870/7124/1026/7295/54541/10935/2305/5027/2643/384/1543/1728/672/573971/5366/596/4689/875"	25
"741"	"ES_Adultos"	"GO:0007129"	"homologous chromosome pairing at meiosis"	"9/1136"	"53/18870"	0.00405343488172097	0.0291409102307508	0.0227061544298964	"4292/84057/9319/9134/29893/83990/256126/898/11144"	9
"742"	"ES_Adultos"	"GO:0051781"	"positive regulation of cell division"	"13/1136"	"94/18870"	0.00407896980511176	0.0292849114213152	0.0228183579693588	"55143/9928/1894/2247/7422/5154/29127/11113/9493/9212/990/332/5008"	13
"743"	"ES_Adultos"	"GO:0032623"	"interleukin-2 production"	"10/1136"	"63/18870"	0.00416156653299114	0.0297974885000173	0.0232177502400214	"2633/6375/941/84868/3662/9308/7128/30968/7186/3902"	10
"744"	"ES_Adultos"	"GO:0032663"	"regulation of interleukin-2 production"	"10/1136"	"63/18870"	0.00416156653299114	0.0297974885000173	0.0232177502400214	"2633/6375/941/84868/3662/9308/7128/30968/7186/3902"	10
"745"	"ES_Adultos"	"GO:2000406"	"positive regulation of T cell migration"	"7/1136"	"35/18870"	0.00428012689555576	0.0306006447602111	0.0238435573932947	"8764/6846/6375/6364/3627/10563/8740"	7
"746"	"ES_Adultos"	"GO:0051701"	"biological process involved in interaction with host"	"23/1136"	"211/18870"	0.00428722949973832	0.0306006447602111	0.0238435573932947	"7293/8764/941/5359/7037/3673/972/3326/857/10581/8519/10410/6737/983/6541/7301/55065/3965/10189/3383/5817/6510/3956"	23
"747"	"ES_Adultos"	"GO:0045840"	"positive regulation of mitotic nuclear division"	"8/1136"	"44/18870"	0.00429099266750329	0.0306006447602111	0.0238435573932947	"991/7124/9700/3479/9787/51203/55512/8877"	8
"748"	"ES_Adultos"	"GO:0042063"	"gliogenesis"	"33/1136"	"338/18870"	0.00431050730320441	0.0306986597765026	0.0239199292045642	"7161/1031/7804/1435/10100/26227/11221/3398/5270/2247/1462/4049/7124/27242/4602/1021/2146/4915/22800/1270/56288/118738/983/1959/4665/3458/10419/145864/8140/9423/6348/9331/3976"	33
"749"	"ES_Adultos"	"GO:0001503"	"ossification"	"41/1136"	"444/18870"	0.00432228647883689	0.0307413958120484	0.0239532284740496	"9249/1435/5743/2274/3336/2247/25819/5734/1462/7124/1192/29887/1021/169200/7071/3371/8519/22800/2662/1959/9188/5552/7421/4665/1594/3479/5027/9365/8600/10979/8482/79412/55512/6348/10189/2194/8792/596/7171/5600/875"	41
"750"	"ES_Adultos"	"GO:0030656"	"regulation of vitamin metabolic process"	"4/1136"	"12/18870"	0.004377754733629	0.0309291569494108	0.0240995290990858	"4790/7124/1594/3458"	4
"751"	"ES_Adultos"	"GO:0031650"	"regulation of heat generation"	"4/1136"	"12/18870"	0.004377754733629	0.0309291569494108	0.0240995290990858	"5743/7124/8600/8792"	4
"752"	"ES_Adultos"	"GO:0043380"	"regulation of memory T cell differentiation"	"4/1136"	"12/18870"	0.004377754733629	0.0309291569494108	0.0240995290990858	"149233/7292/604/3594"	4
"753"	"ES_Adultos"	"GO:2000320"	"negative regulation of T-helper 17 cell differentiation"	"4/1136"	"12/18870"	0.004377754733629	0.0309291569494108	0.0240995290990858	"80149/84695/3558/3565"	4
"754"	"ES_Adultos"	"GO:2000562"	"negative regulation of CD4-positive, alpha-beta T cell proliferation"	"4/1136"	"12/18870"	0.004377754733629	0.0309291569494108	0.0240995290990858	"6375/29126/384/3965"	4
"755"	"ES_Adultos"	"GO:0000212"	"meiotic spindle organization"	"5/1136"	"19/18870"	0.00448216424135587	0.031416487172613	0.0244792494035912	"259266/9700/9133/7283/10403"	5
"756"	"ES_Adultos"	"GO:0071800"	"podosome assembly"	"5/1136"	"19/18870"	0.00448216424135587	0.031416487172613	0.0244792494035912	"1437/3567/7124/6624/51676"	5
"757"	"ES_Adultos"	"GO:0090670"	"RNA localization to Cajal body"	"5/1136"	"19/18870"	0.00448216424135587	0.031416487172613	0.0244792494035912	"22948/55651/6950/908/10856"	5
"758"	"ES_Adultos"	"GO:0090671"	"telomerase RNA localization to Cajal body"	"5/1136"	"19/18870"	0.00448216424135587	0.031416487172613	0.0244792494035912	"22948/55651/6950/908/10856"	5
"759"	"ES_Adultos"	"GO:0090672"	"telomerase RNA localization"	"5/1136"	"19/18870"	0.00448216424135587	0.031416487172613	0.0244792494035912	"22948/55651/6950/908/10856"	5
"760"	"ES_Adultos"	"GO:0090685"	"RNA localization to nucleus"	"5/1136"	"19/18870"	0.00448216424135587	0.031416487172613	0.0244792494035912	"22948/55651/6950/908/10856"	5
"761"	"ES_Adultos"	"GO:0034101"	"erythrocyte homeostasis"	"17/1136"	"140/18870"	0.00449531038063107	0.0314671726644175	0.0245187427685944	"5052/8444/3398/2034/6772/604/3148/836/94081/7422/4602/1021/54892/3717/29127/6510/3276"	17
"762"	"ES_Adultos"	"GO:0002764"	"immune response-regulating signaling pathway"	"45/1136"	"500/18870"	0.00464122842894252	0.0324078087070408	0.0252516720792098	"80149/2633/2634/115362/9447/7100/91543/57162/64135/3329/1493/57590/7867/11148/5359/952/4790/92610/80216/79931/3659/84868/3662/7124/27242/115004/7128/64005/857/30968/8013/29085/8061/330/3312/4940/144811/4792/3507/7301/80381/708/3430/596/634"	45
"763"	"ES_Adultos"	"GO:0001783"	"B cell apoptotic process"	"6/1136"	"27/18870"	0.00466155790492876	0.0324078087070408	0.0252516720792098	"604/3558/972/27242/9212/596"	6
"764"	"ES_Adultos"	"GO:0031639"	"plasminogen activation"	"6/1136"	"27/18870"	0.00466155790492876	0.0324078087070408	0.0252516720792098	"2023/1718/5270/5327/5328/5329"	6
"765"	"ES_Adultos"	"GO:0044000"	"movement in host"	"21/1136"	"188/18870"	0.00466258167148772	0.0324078087070408	0.0252516720792098	"7293/8764/941/5359/7037/3673/972/857/10581/8519/10410/6737/983/6541/7301/55065/3965/3383/5817/6510/3956"	21
"766"	"ES_Adultos"	"GO:2001056"	"positive regulation of cysteine-type endopeptidase activity"	"16/1136"	"129/18870"	0.00467055156040816	0.0324078087070408	0.0252516720792098	"9447/356/3329/3336/55081/8743/7124/80759/54205/3717/1612/9966/355/112399/3965/5366"	16
"767"	"ES_Adultos"	"GO:0031100"	"animal organ regeneration"	"10/1136"	"64/18870"	0.00467232881171058	0.0324078087070408	0.0252516720792098	"890/7124/1026/2146/8013/595/983/10419/8140/7298"	10
"768"	"ES_Adultos"	"GO:2000630"	"positive regulation of miRNA metabolic process"	"10/1136"	"64/18870"	0.00467232881171058	0.0324078087070408	0.0252516720792098	"80149/3725/4790/2247/7015/1958/7124/4602/8061/2353"	10
"769"	"ES_Adultos"	"GO:0007517"	"muscle organ development"	"34/1136"	"354/18870"	0.00490050883536753	0.0339462330783271	0.0264503889715972	"59269/467/1063/57493/2121/3627/8819/10409/57486/9456/1958/1839/9734/857/1960/9242/56704/57462/445/1270/283078/1959/7004/3164/140465/3479/8110/2353/51676/463/55352/596/3976/6525"	34
"770"	"ES_Adultos"	"GO:0071604"	"transforming growth factor beta production"	"8/1136"	"45/18870"	0.00494914252745486	0.0341940756442336	0.0266435041327645	"6375/5743/4345/3596/3326/4602/2615/3965"	8
"771"	"ES_Adultos"	"GO:0090199"	"regulation of release of cytochrome c from mitochondria"	"8/1136"	"45/18870"	0.00494914252745486	0.0341940756442336	0.0266435041327645	"4000/8743/27166/10105/3479/90427/5366/5329"	8
"772"	"ES_Adultos"	"GO:1904892"	"regulation of receptor signaling pathway via STAT"	"15/1136"	"119/18870"	0.00520309318922809	0.0359020178556335	0.0279743067501949	"149233/1545/54625/3567/3565/7124/857/3717/22876/3458/8835/8651/9021/602/3976"	15
"773"	"ES_Adultos"	"GO:0002455"	"humoral immune response mediated by circulating immunoglobulin"	"9/1136"	"55/18870"	0.00522423529018949	0.0359552575547411	0.0280157903147152	"725/9156/4049/7124/710/3507/708/718/602"	9
"774"	"ES_Adultos"	"GO:0045453"	"bone resorption"	"10/1136"	"65/18870"	0.00523108446379128	0.0359552575547411	0.0280157903147152	"9290/7037/952/7128/29887/169200/56834/5027/8600/8792"	10
"775"	"ES_Adultos"	"GO:1902808"	"positive regulation of cell cycle G1/S phase transition"	"10/1136"	"65/18870"	0.00523108446379128	0.0359552575547411	0.0280157903147152	"6491/6241/7015/2146/6240/5962/894/7027/1543/990"	10
"776"	"ES_Adultos"	"GO:0050688"	"regulation of defense response to virus"	"13/1136"	"97/18870"	0.00534903358033495	0.0367185272869444	0.0286105184914893	"80149/149233/9447/6772/83666/151636/3565/115004/7128/3312/3320/708/3594"	13
"777"	"ES_Adultos"	"GO:0030595"	"leukocyte chemotaxis"	"25/1136"	"240/18870"	0.00538878631576073	0.0369437412369163	0.0287860017789823	"1435/6846/6375/1130/6364/4283/3627/6373/10563/3565/972/7422/6363/8600/6367/708/3965/6346/6348/6351/6349/8792/8740/6370/7226"	25
"778"	"ES_Adultos"	"GO:0019079"	"viral genome replication"	"16/1136"	"131/18870"	0.00542601949931582	0.037103372411774	0.0289103839646945	"80149/2494/91543/64135/5359/7124/10581/8519/10410/3312/57379/4940/7153/596/684/9582"	16
"779"	"ES_Adultos"	"GO:0030218"	"erythrocyte differentiation"	"16/1136"	"131/18870"	0.00542601949931582	0.037103372411774	0.0289103839646945	"8444/3398/2034/6772/604/3148/836/94081/7422/4602/1021/54892/3717/29127/6510/3276"	16
"780"	"ES_Adultos"	"GO:0031099"	"regeneration"	"21/1136"	"191/18870"	0.00559108979003169	0.0381830522246067	0.029751654068164	"5738/11221/890/1719/1495/7124/1026/2146/3717/8013/3371/1270/595/983/22876/3479/10419/8140/7298/573971/596"	21
"781"	"ES_Adultos"	"GO:0031343"	"positive regulation of cell killing"	"11/1136"	"76/18870"	0.00560937043422368	0.0382587829616282	0.0298106623076557	"149233/6375/59067/6891/80328/80329/3902/3458/5027/3594/5817"	11
"782"	"ES_Adultos"	"GO:2000108"	"positive regulation of leukocyte apoptotic process"	"6/1136"	"28/18870"	0.00563596407160384	0.0383909460447278	0.029913641773672	"27166/3620/29126/1029/5027/3965"	6
"783"	"ES_Adultos"	"GO:0002274"	"myeloid leukocyte activation"	"25/1136"	"241/18870"	0.00567946436703181	0.038473113974915	0.0299776657762594	"80149/1435/55509/3329/4345/5359/1437/3596/3565/972/84868/3662/7124/3717/8013/3458/10538/2242/4495/136/3965/6348/3430/8877/5971"	25
"784"	"ES_Adultos"	"GO:0042359"	"vitamin D metabolic process"	"5/1136"	"20/18870"	0.00568418563614345	0.038473113974915	0.0299776657762594	"4790/7124/1594/3458/1543"	5
"785"	"ES_Adultos"	"GO:0055093"	"response to hyperoxia"	"5/1136"	"20/18870"	0.00568418563614345	0.038473113974915	0.0299776657762594	"1026/857/355/1543/8140"	5
"786"	"ES_Adultos"	"GO:0061620"	"glycolytic process through glucose-6-phosphate"	"5/1136"	"20/18870"	0.00568418563614345	0.038473113974915	0.0299776657762594	"2023/3099/5223/7167/5315"	5
"787"	"ES_Adultos"	"GO:0071731"	"response to nitric oxide"	"5/1136"	"20/18870"	0.00568418563614345	0.038473113974915	0.0299776657762594	"890/6363/7295/7186/1017"	5
"788"	"ES_Adultos"	"GO:0006766"	"vitamin metabolic process"	"14/1136"	"109/18870"	0.00576938819749407	0.0390001845116499	0.0303883511291803	"10797/4790/1719/7124/29968/6472/1594/3458/1543/1728/55065/60386/573971/6573"	14
"789"	"ES_Adultos"	"GO:0010232"	"vascular transport"	"12/1136"	"87/18870"	0.0057958259001931	0.0390795865513654	0.0304502199919424	"84879/6536/6566/6509/7037/2030/2171/9498/6541/8140/6510/6573"	12
"790"	"ES_Adultos"	"GO:0150104"	"transport across blood-brain barrier"	"12/1136"	"87/18870"	0.0057958259001931	0.0390795865513654	0.0304502199919424	"84879/6536/6566/6509/7037/2030/2171/9498/6541/8140/6510/6573"	12
"791"	"ES_Adultos"	"GO:1903322"	"positive regulation of protein modification by small protein conjugation or removal"	"16/1136"	"132/18870"	0.00583932700540161	0.0392336976398787	0.0305703010102577	"378708/80149/991/150684/57162/7965/857/330/84259/54602/55215/5347/672/8877/201254/27338"	16
"792"	"ES_Adultos"	"GO:0046854"	"phosphatidylinositol phosphate biosynthetic process"	"10/1136"	"66/18870"	0.00584080611480901	0.0392336976398787	0.0305703010102577	"8503/57217/3628/1154/8835/145567/3706/8651/9021/3613"	10
"793"	"ES_Adultos"	"GO:0061180"	"mammary gland epithelium development"	"10/1136"	"66/18870"	0.00584080611480901	0.0392336976398787	0.0305703010102577	"1435/128239/3398/2247/3717/595/7421/675/8600/9423"	10
"794"	"ES_Adultos"	"GO:0071276"	"cellular response to cadmium ion"	"7/1136"	"37/18870"	0.00590237662062005	0.0395972807335418	0.0308535994318733	"3725/64116/2353/4502/4493/4495/4496"	7
"795"	"ES_Adultos"	"GO:0034764"	"positive regulation of transmembrane transport"	"23/1136"	"217/18870"	0.00602151123398342	0.0398674429639093	0.0310641057364216	"388591/6375/10063/483/4283/3627/6373/7015/3596/857/760/8013/51083/10580/3458/3479/54997/5027/487/8140/81671/718/9002"	23
"796"	"ES_Adultos"	"GO:0002863"	"positive regulation of inflammatory response to antigenic stimulus"	"4/1136"	"13/18870"	0.00602507972612464	0.0398674429639093	0.0310641057364216	"11315/4049/7124/718"	4
"797"	"ES_Adultos"	"GO:0006563"	"L-serine metabolic process"	"4/1136"	"13/18870"	0.00602507972612464	0.0398674429639093	0.0310641057364216	"26227/29968/6472/875"	4
"798"	"ES_Adultos"	"GO:0033262"	"regulation of nuclear cell cycle DNA replication"	"4/1136"	"13/18870"	0.00602507972612464	0.0398674429639093	0.0310641057364216	"604/57379/54962/81620"	4
"799"	"ES_Adultos"	"GO:0042362"	"fat-soluble vitamin biosynthetic process"	"4/1136"	"13/18870"	0.00602507972612464	0.0398674429639093	0.0310641057364216	"4790/7124/1594/3458"	4
"800"	"ES_Adultos"	"GO:0043379"	"memory T cell differentiation"	"4/1136"	"13/18870"	0.00602507972612464	0.0398674429639093	0.0310641057364216	"149233/7292/604/3594"	4
"801"	"ES_Adultos"	"GO:0071801"	"regulation of podosome assembly"	"4/1136"	"13/18870"	0.00602507972612464	0.0398674429639093	0.0310641057364216	"1437/3567/7124/6624"	4
"802"	"ES_Adultos"	"GO:0090235"	"regulation of metaphase plate congression"	"4/1136"	"13/18870"	0.00602507972612464	0.0398674429639093	0.0310641057364216	"55143/9212/10615/332"	4
"803"	"ES_Adultos"	"GO:0090435"	"protein localization to nuclear envelope"	"4/1136"	"13/18870"	0.00602507972612464	0.0398674429639093	0.0310641057364216	"4000/4001/5347/84823"	4
"804"	"ES_Adultos"	"GO:1901857"	"positive regulation of cellular respiration"	"4/1136"	"13/18870"	0.00602507972612464	0.0398674429639093	0.0310641057364216	"11315/3565/27166/3458"	4
"805"	"ES_Adultos"	"GO:2000105"	"positive regulation of DNA-templated DNA replication"	"4/1136"	"13/18870"	0.00602507972612464	0.0398674429639093	0.0310641057364216	"79733/1017/144455/81620"	4
"806"	"ES_Adultos"	"GO:0051403"	"stress-activated MAPK cascade"	"24/1136"	"230/18870"	0.00617803373124848	0.0408287446586856	0.0318131374091618	"80149/5052/11221/51776/4790/5734/7124/7422/55872/6788/10221/3301/6363/10912/7186/355/2305/8600/3965/9618/8877/4616/3276/5600"	24
"807"	"ES_Adultos"	"GO:0006066"	"alcohol metabolic process"	"35/1136"	"373/18870"	0.00624359393215782	0.0411319628824613	0.0320494004414588	"11315/9249/1718/1545/6697/2820/130367/79644/27235/4790/2247/1719/134429/3565/7436/84649/5092/2805/7167/1594/3479/5106/2643/3706/54982/1543/3418/3291/9526/8877/3613/573971/23780/8542/9619"	35
"808"	"ES_Adultos"	"GO:0014013"	"regulation of gliogenesis"	"14/1136"	"110/18870"	0.00625484172404346	0.0411319628824613	0.0320494004414588	"7161/11221/3398/5270/4049/7124/4602/2146/118738/1959/10419/8140/9423/3976"	14
"809"	"ES_Adultos"	"GO:0031398"	"positive regulation of protein ubiquitination"	"14/1136"	"110/18870"	0.00625484172404346	0.0411319628824613	0.0320494004414588	"378708/991/150684/57162/7965/857/330/54602/55215/5347/672/8877/201254/27338"	14
"810"	"ES_Adultos"	"GO:0090398"	"cellular senescence"	"14/1136"	"110/18870"	0.00625484172404346	0.0411319628824613	0.0320494004414588	"4000/3398/604/7015/3159/1026/115004/1021/1029/10783/1017/675/384/5600"	14
"811"	"ES_Adultos"	"GO:0061041"	"regulation of wound healing"	"16/1136"	"133/18870"	0.00627775142233808	0.0412316513170847	0.0321270761548634	"5270/10855/2247/1839/7124/135228/7128/5154/857/5327/710/5328/10979/71/634/5329"	16
"812"	"ES_Adultos"	"GO:0032147"	"activation of protein kinase activity"	"12/1136"	"88/18870"	0.00635325368282157	0.0416605527645525	0.0324612696451935	"11315/63967/149233/9928/1894/3565/7422/3717/7295/9966/7186/3479"	12
"813"	"ES_Adultos"	"GO:0030101"	"natural killer cell activation"	"13/1136"	"99/18870"	0.00635871594827381	0.0416605527645525	0.0324612696451935	"5052/149233/57823/8809/3558/84868/639/80328/80329/3717/4783/3601/7301"	13
"814"	"ES_Adultos"	"GO:0071478"	"cellular response to radiation"	"20/1136"	"181/18870"	0.00638381062869879	0.0417735209651631	0.0325492927504575	"25896/51776/580/993/1894/1958/1026/5796/55872/10714/894/10635/675/90427/5888/641/9212/672/10856/5600"	20
"815"	"ES_Adultos"	"GO:0046165"	"alcohol biosynthetic process"	"17/1136"	"145/18870"	0.00639756459090341	0.041812092903693	0.0325793474188253	"11315/1718/6697/79644/4790/2247/1719/5092/2805/1594/5106/2643/3706/8877/3613/573971/9619"	17
"816"	"ES_Adultos"	"GO:0046394"	"carboxylic acid biosynthetic process"	"32/1136"	"334/18870"	0.00643635149120986	0.0420139753782043	0.0327366511751817	"11332/11315/26227/5743/114880/1719/134429/972/25902/3620/2171/29968/445/9415/3992/5092/2805/6319/586/6472/4522/122970/11001/1543/4706/31/672/5831/2194/573971/634/875"	32
"817"	"ES_Adultos"	"GO:0031348"	"negative regulation of defense response"	"31/1136"	"321/18870"	0.0064753698731077	0.0422168722119277	0.0328947453048222	"11221/4345/54625/64116/4790/3558/5734/3596/3565/84868/8870/115004/7128/196/55872/6737/710/3312/3559/3479/10906/4940/384/7301/84166/708/9212/3965/9021/634/11274"	31
"818"	"ES_Adultos"	"GO:0018209"	"peptidyl-serine modification"	"30/1136"	"308/18870"	0.00649872930312773	0.0423019848900359	0.0329610638102417	"11315/63967/5743/8444/51776/8536/7867/7037/7124/7422/3326/7272/6446/154043/857/55872/4915/7295/10783/84930/983/22876/1017/3458/3320/5347/146664/596/3976/5008"	30
"819"	"ES_Adultos"	"GO:0018105"	"peptidyl-serine phosphorylation"	"29/1136"	"295/18870"	0.00650432775188898	0.0423019848900359	0.0329610638102417	"11315/63967/5743/8444/51776/8536/7867/7037/7124/7422/3326/7272/6446/154043/857/55872/4915/7295/10783/84930/983/22876/1017/3458/3320/5347/596/3976/5008"	29
"820"	"ES_Adultos"	"GO:0051293"	"establishment of spindle localization"	"9/1136"	"57/18870"	0.00664108524035025	0.0431386733561213	0.0336129987487942	"1058/4085/89958/9700/51203/5347/10615/3837/10403"	9
"821"	"ES_Adultos"	"GO:0010165"	"response to X-ray"	"6/1136"	"29/18870"	0.00675105638774348	0.0437461875551709	0.034086364580978	"836/1026/7516/894/675/641"	6
"822"	"ES_Adultos"	"GO:0097421"	"liver regeneration"	"6/1136"	"29/18870"	0.00675105638774348	0.0437461875551709	0.034086364580978	"7124/2146/595/10419/8140/7298"	6
"823"	"ES_Adultos"	"GO:0051053"	"negative regulation of DNA metabolic process"	"17/1136"	"146/18870"	0.00684676055321722	0.0441227503788918	0.0343797766110162	"79000/4292/10039/10721/604/51053/1026/115004/1111/8914/55010/80119/54962/641/116028/81620/990"	17
