logFC	logCPM	PValue	FDR
ZNF205	0.139649785615409	-2.04671628199275	0.903730145264535	1
OCLN	-0.146141484419198	3.51950133103006	0.903760413157511	1
PHLPP1	0.0328263359207898	3.47216689027576	0.903947092312005	1
LINC01484	0.536685566655545	-3.05804133796386	0.903983140230741	1
GPR153	-0.0836936805503138	0.238497875500321	0.904031045247958	1
ORC6	-0.0331153673515242	3.4953466225612	0.904102269322285	1
PET117	0.0447176533987571	2.56033264353688	0.904166904349123	1
HILPDA-AS1	0.0907022275684681	-0.467046474779004	0.904172312797236	1
GGNBP2	-0.0211370235087825	7.3071200892008	0.904244080335816	1
GEMIN2	0.0345056615977415	3.23398780807874	0.904271553218623	1
C6orf132	0.126200354560611	-0.673984051963741	0.904303813926596	1
FARS2	0.0380035198570689	3.20097667791664	0.904410576030422	1
MYO1E	-0.181562365877353	0.35849604061553	0.904417658126492	1
GOLGA6L9	-0.0285160431131626	4.96759517557401	0.904441949859009	1
LINC01570	-0.176438949419932	-2.64040328908563	0.90446106719075	1
B3GALNT1	-0.0943098028493093	-0.0371655346284034	0.904533398428318	1
PDE8B	-0.17275881084988	-1.46228908456375	0.904622841063981	1
CDKN2AIPNL	-0.0340663551713795	3.54329740678465	0.904723697309546	1
ATF7	0.0246513957095331	5.38135958084736	0.904758174261337	1
RCOR3	0.0228297198072037	5.79368235782335	0.904781579985516	1
MECP2	-0.0220292769758267	6.9259212652413	0.904795469467689	1
ETFRF1	0.0465696320780518	3.79778940215446	0.904876620128868	1
COL5A3	0.196355992724395	-0.318172629980758	0.90492829973944	1
PFKM	0.0274443705381894	4.13292424961411	0.904965403112508	1
MSH2-OT1	-0.132127990184766	-2.15368764414267	0.905022612490115	1
PTOV1-AS2	0.0311210736392341	3.56969569477314	0.905120539479986	1
MAPK9	0.0196392014160617	5.46446401217118	0.905148366626196	1
NADK2	0.0299355128342723	3.9271586037259	0.90516037946119	1
MTHFS	0.0444527753507663	2.60072950525223	0.905292582112207	1
TWSG1	0.0504352749152019	2.88118801924976	0.905323996848049	1
ZNF71	-0.0382996133454809	3.0904297551845	0.905363330596131	1
C3orf62	-0.0408101793270449	3.96073218670064	0.905480294285691	1
ZPR1	-0.0198427655997291	5.83416268091118	0.905517739370883	1
ANAPC13	0.0242658241131749	5.18209319086904	0.905598297340845	1
TRIM58	-0.14538820004762	0.0802697998919728	0.905773718567655	1
MPEG1	-0.156929983141807	1.06554417948079	0.905826255075451	1
RBMS3	-0.0959676188250983	-0.00957100576957893	0.906061629121655	1
BOD1	-0.0236661112993569	5.12832057751259	0.906075137661509	1
IGKV1-39	-0.224003004402287	2.6597872860042	0.906124284028867	1
ABCB10	0.0270892130753169	4.58193806887925	0.906139084188295	1
ZSWIM1	-0.027368970287033	3.91703406265459	0.906301333281664	1
NDUFA8	-0.0289569954338505	4.07119195150702	0.906546281940135	1
RPLP0	-0.0321908815937343	10.9688939300931	0.906695088194521	1
CCDC181	-0.318337623457381	-2.49197834949469	0.906713639154542	1
TMED4	0.0182813278840445	6.33342174575466	0.906721442900387	1
MPV17L2	0.0421902930120712	2.7846230154587	0.906928072437179	1
FBXO31	0.0192983842396397	5.23375052802258	0.907034725827459	1
INTS1	-0.0194216580324326	6.49758662358418	0.90704237293236	1
NAA80	-0.0308683258289308	3.97203880261817	0.907257403748312	1
IGLV2-14	0.225429923228711	2.5989929490153	0.907360426539851	1
SYT17	-0.221666976047427	-2.07756012153626	0.907394416684199	1
TLCD3A	0.0785297935434477	0.391984953811436	0.907518523508944	1
CENPB	-0.0223045207082251	5.54027056662253	0.907592285784304	1
CRYZL1	-0.0233952103108679	4.86224451018688	0.907652994618412	1
SGTA	-0.0227683694914488	5.81042098228699	0.907662272345333	1
C2orf66	0.15141704575081	-2.26951769112433	0.907697403365752	1
AEN	-0.0253293480295997	5.29777457017216	0.907705917673624	1
HECW2	-0.201047010082029	-2.07403474921778	0.907752123267202	1
MED9	0.0305770396129571	3.71630209957614	0.90780170212781	1
NKIRAS1	0.0316951850743513	3.5852172471602	0.90793929127396	1
MDH1B	0.207436490041856	-1.96072557892888	0.907940117515047	1
FAM151B	-0.174683244600618	-1.68527265010716	0.907962060424601	1
MTSS2	0.0704016640936542	0.883598450150152	0.908154769795645	1
SLC16A9	-0.262821670789352	-2.95601187102866	0.908183881422942	1
ZNF80	-0.0620459846333136	1.58383127108977	0.908241149653886	1
PNPO	-0.0288937110176121	3.8648021786654	0.908332532052552	1
RPS25	-0.0233269247304058	10.6360171869287	0.908365983474269	1
PDPK1	0.0210167082015553	6.45979097822649	0.908383581758834	1
RAB4B-EGLN2	-0.146349708410595	-0.325200821931626	0.908405982075992	1
CEP85L	0.041307498154059	5.95039672935418	0.908415304033847	1
CHAF1A	0.0444127310943641	2.59080301611918	0.908584012645866	1
ITGA6	-0.0268010582394138	7.51504235454048	0.908669613557854	1
TAS2R4	0.065226921645415	3.3195554082749	0.908742765513357	1
SPG21	0.0191498008987987	5.66981714223672	0.908754447557843	1
GMDS-DT	-0.0603517644659809	2.08613184799584	0.908764620080657	1
FTSJ1	0.0217217780549296	5.72126708179198	0.908828381399753	1
MAEA	-0.0189274111858687	6.61871763245374	0.908968659105372	1
IGLV2-23	0.186009357609386	3.06984454683128	0.908991312263145	1
GSTO1	0.0365839127180061	5.44706167996139	0.909000896691642	1
AKR1C4	-0.222565802549831	-2.6050360477067	0.909038142968347	1
CCER2	-0.0889229744807202	-0.922727025790686	0.909068455820974	1
LINC01003	-0.0501816278636359	1.92316752360346	0.909098728695	1
TRIM16	0.0384181865349511	2.88517268548153	0.90915064123188	1
ZNF445	-0.0207962695282054	6.00279882939496	0.909177565903098	1
ABCF3	0.0194271942334264	6.12013103585588	0.909185570094814	1
FAM182A	0.076572924145294	-0.10593200374587	0.909258595564735	1
VASP	0.0263502973094107	6.38955463562163	0.909283015789785	1
ARF5	-0.0233495835175708	6.18578758546841	0.909305798077136	1
SLC2A10	-0.198267926341044	-2.94847722887647	0.909346219353608	1
LINC01115	0.289752696904886	-2.25280085043696	0.909490047758258	1
GPX7	-0.0356031371067954	3.96217484204207	0.90950378014307	1
PNPLA1	-0.162620069706316	-2.03452112183	0.909559845140467	1
SKAP1-AS1	-0.112048009947423	-0.416776640552255	0.909606990467742	1
B3GNT9	-0.0765085043211297	1.5728907257785	0.909670380933071	1
SLC44A5	0.180313152949519	0.555835457250919	0.909733694033998	1
ATXN7	0.026288288090589	6.87067302934823	0.909756666951651	1
ALDH1B1	0.0378242270383586	2.63510211051543	0.909882703269771	1
CYP2E1	0.127546583219009	-0.341886517098935	0.909955667540141	1
MYL6B	-0.0511870801863193	2.56587920035538	0.910070432744421	1
CHRM3	-0.143147331356801	-1.28886554718631	0.910127831566966	1
JPX	0.025071490563993	5.17348619716282	0.910130851967225	1
CENPP	-0.0473647719806024	1.9059039133579	0.910207394801121	1
HUS1B	0.221139181930268	-2.10666493742531	0.910240456650202	1
AIFM2	-0.0362537154379894	3.565325716258	0.910261653913797	1
TRGC1	0.0931270351072673	0.792054638987693	0.910417380396574	1
CPEB1	-0.0950877235638933	-0.460251925086204	0.910611525736488	1
RASGEF1A	-0.0746506046647264	0.910818095608721	0.91063963920488	1
IGHV1-18	0.203531624679533	1.19046379437208	0.91067128014422	1
LINC02573	-0.419029400507472	-2.89984298379908	0.910755349589657	1
LYAR	-0.0356251203026317	4.8856215040624	0.910908405294802	1
RNF222	0.136338199055905	-1.94391150586419	0.910927156358638	1
PRPF18	-0.0215656476828813	5.74695212040159	0.910942660324926	1
KCNJ10	-0.106657816850539	-1.09319770889289	0.911071284399929	1
CCDC18-AS1	-0.0204343752146474	5.16300081684736	0.911190458274118	1
IGHV1-69	0.375971958482002	-2.4085197220641	0.91126919154588	1
LRRC28	0.0351559162120545	3.42571728634028	0.911270807555432	1
IGHV3-71	-0.424587467406679	-3.03934836166417	0.911280508857217	1
ZNF92	0.0330037578034936	4.63136548259807	0.911290117950639	1
SMAD5	0.0596953056208222	2.92810391306191	0.911408760981543	1
WFS1	-0.0426338413403241	2.80073179365726	0.911481613652697	1
EVA1A	0.211319755647016	-2.52606094796322	0.911533847713785	1
FAM185A	-0.0466417727846406	1.87364242992168	0.911577805150522	1
ZNF506	0.034544616001408	6.20642530208663	0.911590797209354	1
COQ4	0.0202279012753078	5.62122021296868	0.911610772512077	1
H4C3	-0.279439988070283	-2.47122118198414	0.911654889093238	1
LETM2	-0.0735097765933977	0.715207014740729	0.911672787075816	1
NUDT18	0.0708879908065231	1.73526016515319	0.911725111938682	1
GOLGA6L4	0.0542161738104509	2.01135694887823	0.911735352602499	1
DNMT1	-0.021814735991136	7.28369438112369	0.911736525989197	1
RCAN3	0.020796697214126	8.55320863158928	0.911742146014667	1
ENTPD5	0.0429630651931429	3.93711349590913	0.911755695186406	1
TPSB2	0.21416253237622	1.02330983877703	0.911763306814678	1
C1orf174	-0.0203342074348101	5.25324200728752	0.91179511179561	1
BCL7B	-0.0252991220612814	5.66580197204566	0.911829412673525	1
GALNT9	-0.139856671354185	-1.54410602380199	0.911850626504695	1
MLLT10	0.0190514294747603	5.91453399619108	0.911865224934803	1
TXNDC15	-0.0237393078927246	5.5351500310861	0.911884929206599	1
KIF2C	0.10325624546599	0.175359299396817	0.911896792594005	1
GOLIM4	-0.123586808398222	-0.0811530481824261	0.912041416707615	1
ZNF69	0.0442149374556501	2.32899154964032	0.912046512471687	1
HSD17B8	-0.0706357777892719	2.51416517084051	0.91206803021403	1
DTHD1	0.0876127536779354	0.246801641287118	0.912240942421138	1
PLA2G7	0.190318673131552	-0.639272989949119	0.912345470078665	1
ZBTB34	0.0237101349879592	4.40980485919117	0.912358730736379	1
ZNF8	-0.0231729354819818	4.54186223590533	0.912426487564737	1
ARPC5L	0.0253235905973243	5.31032812192837	0.912431138467836	1
LINC01934	0.045351543837638	2.64413910264608	0.912493603358775	1
MIR29B2CHG	-0.27496037539944	-2.37669227321579	0.912531884628842	1
CCDC22	-0.0226956893861391	5.02413761993179	0.912562702728425	1
ZNF707	-0.0255891787057398	3.93430988525807	0.912623945056285	1
ANGEL1	0.0229708611102175	4.8955193594351	0.912786242630704	1
UCK1	0.0206018038467839	4.88942951402338	0.912798169871941	1
SKA2	0.0287730033090899	3.68492143544169	0.912798947700684	1
FSIP1	0.10775725839694	-1.90047850959524	0.91289294936423	1
SPRY2	-0.210403691010692	-1.74734236162678	0.912984029388437	1
RIC8A	-0.0216298270493953	6.26765526921307	0.913043613459889	1
OXCT1-AS1	0.259278521013552	-2.21973108475935	0.913053424830754	1
GSEC	-0.0768461946305144	-1.12812691649174	0.913081413633388	1
RBKS	0.0690049795536661	0.296446612426849	0.91308366695242	1
POGLUT2	-0.107765763789632	-1.10546119716287	0.91312257766044	1
ABI3	0.0485779437654749	2.88016735611684	0.913124821334397	1
ATP5PO	-0.0227117390953351	6.80207324169133	0.913181810729209	1
FNIP2	0.0364427334428226	3.25791305883344	0.913389715665564	1
ZNF350	-0.0201495635836601	4.61524264882499	0.913393334500767	1
CFAP263	-0.236747100444469	-2.30553283744469	0.913443706817559	1
UMPS	0.0199691980270302	4.75664857328171	0.913523304609147	1
IGFL4	-0.0669267956347597	1.70716189818629	0.913613920784927	1
EIF4EBP3	-0.0429161395983217	2.92745354944468	0.913618325056651	1
TNK2-AS1	0.0790866657562178	-0.165961954316283	0.913668511623955	1
PPIB	-0.0207641631128278	7.33509474538986	0.913682771310684	1
IGLV3-19	0.153169691532654	1.43338443737847	0.913789885715515	1
ISY1	-0.0205412547808385	5.23259416448341	0.913846394192745	1
FBL	0.0245357197924894	7.73971119567357	0.914057975338547	1
MUC4	-0.134202337154381	-0.220913220002778	0.914236142228583	1
PPP1R35-AS1	-0.0630188190412679	1.55725619018441	0.914282096510385	1
MSH5	-0.0503421132846082	2.45575224830111	0.914293215115253	1
L1CAM	-0.0894147647901232	-0.322207459063655	0.914441398261616	1
DCTN2	0.017819102691997	6.11227892076479	0.91449098555225	1
EIPR1	-0.0272272137349397	3.98798543707523	0.914566430858191	1
FOXO3B	0.0549700486233447	2.25834501185989	0.914585740004804	1
DOCK11	0.0221176407781166	7.46966070943004	0.914608421334776	1
IFITM2	-0.0212677290569341	5.21476734426605	0.914788597636206	1
LAIR2	0.098033654896892	-0.36989961133032	0.914840316412359	1
MEF2C	-0.12997868458569	1.41508855349339	0.914898829761075	1
RNF38	0.0202077728915279	6.37466639070053	0.914928625117002	1
ZNF487	-0.04414112566649	1.92429369051437	0.914958998859493	1
RAPGEF2	0.025572072105009	4.65550648419296	0.914991547358573	1
TK1	0.107933549332712	-0.219063513570103	0.91514287254401	1
ANKRD24	0.0490081640039828	1.98999773911784	0.915165499898677	1
CYP27B1	0.103797038606095	-1.03936257221922	0.915239315067859	1
TMUB2	0.02001527763054	5.49304222520696	0.915274052004264	1
TNFRSF8	0.241555613145247	-2.08898902740842	0.915282466040929	1
RFPL3S	0.0443157703182663	2.23482127881629	0.915376747504719	1
ALMS1P1	-0.0588622535839588	1.20202144136033	0.915394806132737	1
KCNQ5-DT	-0.074252644732965	-2.02818849690791	0.915527970892481	1
CTSW	-0.0467650892857874	4.7637979312701	0.915745990016946	1
LINC01619	0.0613498047061245	3.58043396572656	0.915772362635711	1
FZR1	-0.0173091464221677	5.73216391662932	0.915919806148363	1
GSPT2	-0.0278661984527383	3.96195106637141	0.915933794241235	1
LINC02520	-0.272582087576455	-1.76381079799798	0.916018847787265	1
XKRX	-0.104467339541186	0.3601603710229	0.916034496438324	1
LINC03060	-0.126066216567277	-1.94704931054929	0.916074420954552	1
SLC5A5	-0.0551221941545711	1.6570330117134	0.916095568256154	1
N4BP1	-0.0161525708486965	6.49758856704344	0.916157128429733	1
PDPR	-0.0235997760016193	6.29014462744135	0.916188369549769	1
MRPL33	0.0215567758502487	4.97607447293455	0.916241439035305	1
CIAO2A	0.0310506904203862	3.710198020041	0.916243386642861	1
LINC02432	0.208587059638407	-2.40726661600844	0.916248709518871	1
HYDIN	0.173846489155652	-2.43340162507081	0.916293747990397	1
EOLA1	0.0226616645103928	4.38968274534367	0.916326097746688	1
MTRR	-0.0202938981144441	5.81689025193566	0.916426908554718	1
GPR35	-0.0474330163224774	3.65827875996324	0.916440725401651	1
FTO	-0.0186124293918314	5.08856886818662	0.916445626362045	1
EPC1	-0.017785418748215	6.6370382401119	0.916450697076146	1
KBTBD3	0.0355882544543183	2.7134787146848	0.916461371059262	1
MFSD5	-0.0237012707713475	4.74785192444761	0.916476393697394	1
SLC35F5	0.025279438590212	5.56974858996418	0.916548818418536	1
FHIP1B	0.0181223164950781	5.42674677057854	0.916566669054372	1
KANSL1-AS1	0.0891364712104556	-0.302177273392857	0.916567923757187	1
CDKL4	-0.203976130687833	-2.54333206541046	0.916568050846801	1
LRP8	0.0510528067045563	3.00381480938375	0.916684537321974	1
SPDYE16	0.0467380575754305	2.41039716122196	0.9167329733302	1
MRC2	0.0550042378429587	0.772224239266258	0.917006777106562	1
GLI4	0.0256397733794069	4.22453121297017	0.917020452154024	1
SEMA3C	0.186040881967878	-1.44036417616244	0.917103666675764	1
CMAS	0.0204225488341213	4.53241503287987	0.917127887446985	1
EDC4	-0.0197652604120779	6.81837412059221	0.917143795261348	1
TMEM60	-0.0264203342163163	4.07297242913339	0.917145171113038	1
MYL6B-AS1	-0.0983375879704131	-2.16548073354955	0.917164705254294	1
STX18	-0.0210287748498069	4.58341606473835	0.917242177920628	1
SRGAP1	0.0612298952909541	0.990504886073146	0.9172636180981	1
TREX1	-0.0299463414757717	4.59255788935759	0.917304295615781	1
ZNF630	0.0555704509228914	2.78339061121696	0.91735979584429	1
RAB13	0.128473861312127	0.381924529028703	0.917363620690612	1
METRNL	-0.065494805066372	0.538895581898087	0.917408325286124	1
TPM3	-0.0171725665367293	8.33585948230035	0.917433948748989	1
TSBP1-AS1	0.191983501364422	-0.614054921018458	0.91750016629509	1
SF3B6	0.0186175520529977	5.53843906006436	0.917518518370705	1
ATP6V0A2	-0.019931420409896	5.75250333673338	0.917543700266706	1
MCAM	-0.0871683421262508	-1.96308051608337	0.917621549456638	1
LINC01608	-0.0637947050017855	0.191964575580767	0.917622245524172	1
COMMD3-BMI1	0.200430816556959	1.9378535269292	0.917662940805009	1
PLB1	-0.18528636349004	-1.95388807624995	0.917699800316385	1
FBXO5	0.0298656314138883	4.10377343249458	0.917740369122476	1
NHSL1	0.0911655686937149	-0.941368513514087	0.917754435971041	1
MRPL22	-0.0256447492736915	3.98097148917015	0.917853180437828	1
RAI1	0.01945098403158	4.97301525744807	0.918058550745542	1
LEAP2	-0.0503095790558162	2.05418679832107	0.918090902136964	1
C1orf105	0.258620605972252	-0.926307148018562	0.91821531090459	1
RPS24	-0.0184497778412439	10.7002672631568	0.918235639364452	1
FBXW10B	0.115203183584694	-1.11990152933742	0.918245026027885	1
ANKRD10-IT1	0.0650822543760936	1.57211982118824	0.918367755839083	1
LEPR	0.0580141598527494	1.41963474186246	0.918413061139115	1
CLCC1	0.0219124037427152	6.02525209198265	0.918414565472238	1
LINC01588	-0.0423846259967957	3.43482665472886	0.918440740390332	1
ZNF843	0.157982744806268	-2.13307139563428	0.918470643706533	1
SETDB2	-0.0164604720828899	5.67522773952343	0.918530157541487	1
TPST1	0.0474954465555433	1.6577624649279	0.918572995342463	1
HIRA	0.0171703283991849	5.33031262984829	0.918599346921858	1
ZNF396	-0.0684836255300597	1.03433156927429	0.91860303177626	1
MUS81	0.017792298117111	6.01157241076907	0.918664573149081	1
LINC03080	-0.0872338727430273	0.0673779083266485	0.918866342014977	1
RAPSN	-0.108865890520469	-0.581716028237167	0.918894457191244	1
YBEY	0.0580873214562657	2.80045759984805	0.918912490966701	1
PLEKHM3	-0.027839559409161	3.99791989787443	0.918926310035683	1
TRBV3-1	-0.0329741366458356	2.96797321918517	0.91902937763924	1
SPIN3	-0.0214935427016865	5.12862450278395	0.919060300912627	1
ATP5F1B	-0.0189201977063488	7.92917491089309	0.919330709380734	1
LINC00621	-0.140968190759612	-1.91011915357945	0.919348005096913	1
LINC00242	-0.308189427535262	-2.64924026705671	0.919502301799336	1
SMIM14	-0.0311725003118403	3.86993504296911	0.919628980961508	1
EHD2	-0.161658458741765	-0.899483092445878	0.919678298410098	1
MIR3667HG	-0.0549831814600619	1.28237113082132	0.919704655577725	1
C6orf52	-0.108535332649193	-1.76765816207394	0.919769019739648	1
IFT43	-0.038783282942936	2.74124529949213	0.919960960722076	1
PCCB	-0.0261363937160886	3.7680541225054	0.920041451184046	1
CAPG	-0.0565107722986655	2.315899885872	0.920152901727339	1
ITPKB	0.0192288141516872	8.35106188134576	0.920211134230006	1
FAM83E	0.11559180853851	-1.93237522864561	0.920272323031931	1
FAM161B	0.0478783306516156	2.1874120395631	0.920278906788875	1
LGI4	0.0866747298658634	-0.457780297886284	0.920330753141637	1
ATP2C2-AS1	0.0824991634670908	-0.709233039795929	0.920367457539557	1
DNAAF8	0.0831168309890731	-0.312043461094743	0.920375664005598	1
DRP2	-0.336306434666726	-2.87986718429081	0.920629422810838	1
BMT2	-0.0269792079720974	3.9395828149326	0.920734021490201	1
LMF1	0.021928077564508	4.147144953182	0.920789477839835	1
LUC7L3	-0.0188709772995164	9.28728323643433	0.920811746275548	1
TMEM262	-0.0648481142350599	0.449333550145902	0.92106642453164	1
BTF3	-0.018810117021929	9.21883740008553	0.921107890967126	1
DGUOK	-0.0202093464530524	5.55387087675975	0.921333460801024	1
ZGPAT	0.0181747838128341	6.06808868714091	0.921388284254627	1
ABALON	0.448529701159462	-3.03434072925593	0.921391924420688	1
PHOSPHO1	-0.218969800382606	-2.24625451530212	0.921402630829395	1
LINC00511	-0.12743759929089	-1.95377817507668	0.921449729716663	1
GOLM2	0.0201117980393973	5.86231296158757	0.921494546727328	1
NBPF19	-0.0265285024778666	7.57599212023032	0.921498190026662	1
KIF13A	-0.0744021343984675	0.505057492887385	0.921555603662942	1
HBA2	0.133973460773773	1.97357899023846	0.921707984239357	1
